resolution_key,entry,form,pdf_page,style,previous_line_id,next_line_id,left_fragment,right_fragment,printed,joined_candidate,hyphenated_candidate,previous_line_text,next_line_text,llm_suggestion,llm_resolved_text,llm_confidence,approved_resolution,review_status,notes
p0428-l0074|p0428-l0075|rei|shi,jamur,jamur,428,roman,p0428-l0074,p0428-l0075,rei,shi,rei- shi,reishi,rei-shi,"polyps. – karat rust smut, Puccinia, spp. – kayu k.o. fungus, rei-","shi, Ganoderma lucidum. – kenyal jelly fungi, Bacidiomycetes ",preserve_hyphen,rei-shi,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0431-l0062|p0431-l0063|mile|age,jarak,jarak,431,roman,p0431-l0062,p0431-l0063,mile,age,mile- age,mileage,mile-age,"(of a gun). – terbang cruising range. – tempuh radius, range, mile-",age. – umur difference in ages. – waktu time gap.,preserve_hyphen,mile-age,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0432-l0094|p0432-l0095|foreign|trade,jasa,jasa,432,roman,p0432-l0094,p0432-l0095,foreign,trade,foreign- trade,foreigntrade,foreign-trade,"kelihatan invisibles, i.e., services not usually included in foreign-",trade statistics.,preserve_hyphen,foreign-trade,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0435-l0022|p0435-l0023|pen|calonannya,jégal,jégal,435,italic,p0435-l0022,p0435-l0023,pen,calonannya,pen- calonannya,pencalonannya,pen-calonannya,sinya sebagai Ketua MPR tidak akan digunakan untuk ~ pen-,calonannya jadi présidén. His position as chairman of the MPR ,remove_hyphen,pencalonannya,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0436-l0058|p0436-l0059|tindakan|tindakannya,jelas,menjelaskan,436,italic,p0436-l0058,p0436-l0059,tindakan,tindakannya,tindakan- tindakannya,tindakantindakannya,tindakan-tindakannya,"date, clarify, make s.t. clear, account for. Dia harus ~ tindakan-",tindakannya. He has to account for his actions. ~ secara ,preserve_hyphen,tindakan-tindakannya,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0441-l0060|p0441-l0061|berjerih|lelah,jerih,jerih,441,bold_italic,p0441-l0060,p0441-l0061,berjerih,lelah,berjerih- lelah,berjerihlelah,berjerih-lelah,"child. – lelah/payah hard work; very tired, exhausted. berjerih-",lelah/payah to exhaust o.s. (trying to do s.t.).,preserve_hyphen,berjerih-lelah,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0445-l0007|p0445-l0008|eulen|spiegel,johan,johan,445,roman,p0445-l0007,p0445-l0008,Eulen,spiegel,Eulen- spiegel,Eulenspiegel,Eulen-spiegel,"the smartest of the smart, man of the world. – Budian Till Eulen-","spiegel. – pahlawan world champion, hero. – tinju boxing ",remove_hyphen,Eulenspiegel,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0448-l0118|p0448-l0119|ship|lengths,julat,julat,448,roman,p0448-l0118,p0448-l0119,ship,lengths,ship- lengths,shiplengths,ship-lengths,julat II (ob) 1 range. 2 a measurement of length. dua – two ship-,lengths.,preserve_hyphen,ship-lengths,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0450-l0130|p0450-l0131|menjuru|bicarai,juru,juru,450,bold_italic,p0450-l0130,p0450-l0131,menjuru,bicarai,menjuru- bicarai,menjurubicarai,menjuru-bicarai,"porter. – bicara [jubir] spokes(wo)man, mouthpiece. menjuru-",bicarai to act as spokes(wo)man for. – bisik s.o. who gives advice ,preserve_hyphen,menjuru-bicarai,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0451-l0002|p0451-l0003|crewmem|ber,juru,juru,451,roman,p0451-l0002,p0451-l0003,crewmem,ber,crewmem- ber,crewmember,crewmem-ber,lang auctioneer (of confiscated goods). – kelat (naut) crewmem-,ber who runs up the sails. – kerah village messenger. – ketik ,remove_hyphen,crewmember,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0451-l0011|p0451-l0012|artil|leryman,juru,juru,451,roman,p0451-l0011,p0451-l0012,artil,leryman,artil- leryman,artilleryman,artil-leryman,"– masak cook, chef. – (témbak) meriam/mesiu artillerist, artil-","leryman, gunner. – mesin locomotive machinist, engineer (on ",remove_hyphen,artilleryman,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0452-l0120|p0452-l0121|doa|doanya,kabul,terkabulkan,452,italic,p0452-l0120,p0452-l0121,Doa,doanya,Doa- doanya,Doadoanya,Doa-doanya,	 terkabulkan to be accepted/approved/answered/granted. Doa-,doanya tak ~. His prayers were not granted.,preserve_hyphen,Doa-doanya,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0454-l0076|p0454-l0077|balau|kan,kacau,kacau,454,bold_italic,p0454-l0076,p0454-l0077,balau,kan,balau- kan,balaukan,balau-kan,a completely mixed-up/messed-up situation. mengacau-balau-,"kan to subvert, agitate, disturb; to cause to become disorganized. ",preserve_hyphen,balau-kan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0459-l0003|p0459-l0004|foot|wide,kaki,kaki,459,roman,p0459-l0003,p0459-l0004,foot,wide,foot- wide,footwide,foot-wide,of steps (leading up to the front door of a house). b) five-foot-,wide sidewalk. c) mobile trader with a small cart. – péndék ,preserve_hyphen,foot-wide,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0459-l0020|p0459-l0021|perkaki|limaan,kaki,pekaki,459,bold_italic,p0459-l0020,p0459-l0021,perkaki,limaan,perkaki- limaan,perkakilimaan,perkaki-limaan,	 pekaki ~ layar (naut) boom. ~ lima sidewalk vendor. perkaki-,"limaan system of sidewalks, sidewalk (mod).",preserve_hyphen,perkaki-limaan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0461-l0070|p0461-l0071|non|clause,kalimat,kalimat,461,roman,p0461-l0070,p0461-l0071,non,clause,non- clause,nonclause,non-clause,"fragment, minor sentence type. – minor bukan klausa non-",clause structure. – perintah imperative sentence. – pernyataan ,preserve_hyphen,non-clause,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0462-l0017|p0462-l0018|mengalut|malutkan,kalut,kalut,462,bold_italic,p0462-l0017,p0462-l0018,mengalut,malutkan,mengalut- malutkan,mengalutmalutkan,mengalut-malutkan,rannya hopelessly lost/confused. – malut confused. mengalut-,malutkan to confuse.,preserve_hyphen,mengalut-malutkan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0464-l0137|p0464-l0138|chicken|house,kandang,kandang,464,roman,p0464-l0137,p0464-l0138,chicken,house,chicken- house,chickenhouse,chicken-house,hogs) pigpen; (of sheep) sheep-pen; (of chickens) chicken-,"house; (of dogs) doghouse, kennel; (of pigeons) loft; (of rab",preserve_hyphen,chicken-house,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0467-l0061|p0467-l0062|intelligence|collecting,kapal,kapal,467,roman,p0467-l0061,p0467-l0062,intelligence,collecting,intelligence- collecting,intelligencecollecting,intelligence-collecting,tender. – induk peramuan buoy tender. – intél(ijén) intelligence-,collecting ship. – jelajah cruiser. – jenis perusak destroyer. – jen,preserve_hyphen,intelligence-collecting,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0467-l0130|p0467-l0131|awning|decker,kapal,kapal,467,roman,p0467-l0130,p0467-l0131,awning,decker,awning- decker,awningdecker,awning-decker,– tangki raksasa supertanker. – tarik tug(boat). – ténda awning-,decker. – ténder headquarters ship. – tengah dua tiang schooner. ,preserve_hyphen,awning-decker,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0468-l0058|p0468-l0059|purse|mouth,kapas,kapas,468,roman,p0468-l0058,p0468-l0059,purse,mouth,purse- mouth,pursemouth,purse-mouth,"kapas II – sungai and kapas-kapas k.o. marine fish, short purse-","mouth, Gerres abbreviatus. – laut k.o. fish, threadfin silver ",preserve_hyphen,purse-mouth,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0476-l0129|p0476-l0130|middle|of,kaum,kaum,476,roman,p0476-l0129,p0476-l0130,middle,of,middle- of,middleof,middle-of,nots. – tangan panjang thieves. – tani peasants. – tengah middle-,"of-the-roaders. – terkemuka prominent people, VIPs. – terpelajar ",preserve_hyphen,middle-of,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0477-l0041|p0477-l0042|and|out,kawak,kawakan,477,roman,p0477-l0041,p0477-l0042,and,out,and- out,andout,and-out,"	 kawakan experienced, established, dyed-in-the-wool, out-and-","out, of long standing. penjahat ~ a hardened criminal.",preserve_hyphen,and-out,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0477-l0090|p0477-l0091|in|arms,kawan,kawan,477,roman,p0477-l0090,p0477-l0091,in,arms,in- arms,inarms,in-arms,traveling companion (in general). – seperjuangan comrade-in-,arms. – sepermainan playmate. – sepersekutuan ally. – seperut ,preserve_hyphen,in-arms,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0478-l0031|p0478-l0032|mengawin|masalkan,kawin,kawin,478,bold_italic,p0478-l0031,p0478-l0032,mengawin,masalkan,mengawin- masalkan,mengawinmasalkan,mengawin-masalkan,ing. – luar outbreeding. – masal mass wedding. mengawin-,masalkan to marry off en masse. – masuk (IBT) matrilocal ,preserve_hyphen,mengawin-masalkan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0478-l0060|p0478-l0061|cross|fertilize,kawin,mengawinkan,478,roman,p0478-l0060,p0478-l0061,cross,fertilize,cross- fertilize,crossfertilize,cross-fertilize,	 mengawinkan [and ngawinin (J coq)] 1 to marry off. 2 to cross-,"fertilize, interbreed ( plants, animals), mate.",preserve_hyphen,cross-fertilize,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0479-l0027|p0479-l0028|general|purpose,kayu,kayu,479,roman,p0479-l0027,p0479-l0028,general,purpose,general- purpose,generalpurpose,general-purpose,– Afrika k.o. tree introduced into Indonesia; provides general-,"purpose timber, Maesopsis eminii. – alang → KAYU palang. ",preserve_hyphen,general-purpose,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0481-l0011|p0481-l0012|mengebun|tebukan,kebun,kebun,481,bold_italic,p0481-l0011,p0481-l0012,mengebun,tebukan,mengebun- tebukan,mengebuntebukan,mengebun-tebukan,garden/plantation. – tebu sugarcane plantation. mengebun-,tebukan to convert into a sugar plantation. – téh tea estate. – ,preserve_hyphen,mengebun-tebukan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
